Region,Year,mean_ndvi,mean_bsi,mean_ndwi,Area_Name,Final_Label,Area_Trend,Risk_Factor,Area_Risk_Trend
0,2024.0,0.8386202455488642,-1.3350803888233742,-0.418696311162236,,2,,2.5923969455344746,Stable
0,2025.0,0.7959178366216758,-1.2787996686054715,-0.4023966158935211,,2,,2.4771141211206684,Stable
11,2019.0,2.1983395503907803,-1.4802142058383867,-2.045906397628011,Sera Community Conservancy,2,Overall Gain,5.724460153857178,High Risk Gain
11,2020.0,2.5079902487008336,-1.855517494285163,-2.1888793954917762,Sera Community Conservancy,2,Overall Gain,6.552387138477773,High Risk Gain
11,2021.0,2.403082950002347,-1.8158292191678236,-2.042289181061203,Sera Community Conservancy,2,Overall Gain,6.261201350231374,High Risk Gain
11,2022.0,0.6667262391291542,-1.1447540212485356,-0.27716309654333715,Sera Community Conservancy,2,Overall Gain,2.088643356921027,High Risk Gain
11,2023.0,0.7021755492746687,-1.249908864737204,-0.3308822061144257,Sera Community Conservancy,2,Overall Gain,2.282966620126299,High Risk Gain
11,2024.0,0.7398301059191628,-1.250987376572434,-0.321920404294301,Sera Community Conservancy,2,Overall Gain,2.312737886785898,High Risk Gain
11,2025.0,0.6934908808166013,-1.2281313662596234,-0.3654469947554402,Sera Community Conservancy,2,Overall Gain,2.2870692418316647,High Risk Gain
10,2019.0,-0.12033478013657968,1.256743720988643,-0.564704439947703,Il Ngwesi Community Trust,0,Overall Stable,1.9417829410729257,Stable
10,2020.0,0.8462926112010756,-0.12381945540937796,-1.046941077000897,Il Ngwesi Community Trust,2,Overall Stable,2.0170531436113506,Stable
10,2021.0,-0.09585675110767716,1.1701111471567123,-0.5800384332835744,Il Ngwesi Community Trust,0,Overall Stable,1.8460063315479638,Stable
10,2022.0,-0.44082118303316914,0.1947502495332678,0.3396016691007601,Il Ngwesi Community Trust,1,Overall Stable,0.9751731016671972,Stable
10,2023.0,-0.7274370347598188,0.5138225899729207,0.49865452670665833,Il Ngwesi Community Trust,1,Overall Stable,1.739914151439398,Stable
10,2024.0,-0.30273060730189366,0.007068482062484701,0.3486993603922575,Il Ngwesi Community Trust,1,Overall Stable,0.658498449756636,Stable
10,2025.0,-0.5333244847111736,0.34820898203590156,0.49669700370263903,Il Ngwesi Community Trust,1,Overall Stable,1.3782304704497141,Stable
13,2019.0,1.60349066949298,-1.421173027684912,-1.2406739904785535,Jaldesa Community Conservancy,2,Overall Gain,4.265337687656445,High Risk Gain
13,2020.0,1.7560515170765836,-1.5554326652794566,-1.2601177377766426,Jaldesa Community Conservancy,2,Overall Gain,4.571601920132682,High Risk Gain
13,2021.0,1.3228455672407664,-1.0091953898084645,-0.9408228420950626,Jaldesa Community Conservancy,2,Overall Gain,3.272863799144294,High Risk Gain
13,2022.0,0.5201013591346932,-1.1116039202777055,-0.0553487041317876,Jaldesa Community Conservancy,2,Overall Gain,1.6870539835441862,High Risk Gain
13,2023.0,0.23648518984484937,-0.7777496041450743,0.17354684171604795,Jaldesa Community Conservancy,1,Overall Gain,1.1877816357059716,Moderate Risk Gain
13,2024.0,0.38797611970449225,-1.0388828092519184,0.06643551906568732,Jaldesa Community Conservancy,2,Overall Gain,1.493294448022098,Moderate Risk Gain
13,2025.0,0.21741633734866475,-0.8570817663437502,0.13540840732687512,Jaldesa Community Conservancy,1,Overall Gain,1.2099065110192901,Moderate Risk Gain
12,2019.0,0.5960421448732914,0.6793711967436432,-0.7810061765279588,Ishaqbini Hirola Community Conservancy,0,Overall Stable,2.056419518144893,Stable
12,2020.0,1.0328482076284202,0.1658604607246382,-1.007940096705508,Ishaqbini Hirola Community Conservancy,2,Overall Stable,2.206648765058566,Stable
12,2021.0,0.8569142798411528,0.3448401578770356,-0.8870547458479386,Ishaqbini Hirola Community Conservancy,0,Overall Stable,2.088809183566127,Stable
12,2022.0,-0.32872704145015286,0.009892675659833587,0.5916503651250699,Ishaqbini Hirola Community Conservancy,1,Overall Stable,0.9302700822350563,Stable
12,2023.0,-0.4098998077931026,0.023422254981893535,0.651780929746461,Ishaqbini Hirola Community Conservancy,1,Overall Stable,1.085102992521457,Stable
12,2024.0,-0.3549776027398423,-0.1172633743442259,0.668171472216119,Ishaqbini Hirola Community Conservancy,1,Overall Stable,1.1404124493001873,Stable
12,2025.0,-0.3975523684404473,-0.2019278556135935,0.6932850836821096,Ishaqbini Hirola Community Conservancy,1,Overall Stable,1.2927653077361505,Stable
1,2019.0,-0.5945831247745184,0.7517795846687676,0.18186185319414644,Lake Nakuru,0,Overall Loss,1.5282245626374324,Severe Risk Loss
1,2020.0,-0.5955652767510752,0.5120112393282428,0.13373981796013185,Lake Nakuru,1,Overall Loss,1.2413163340394497,Moderate Risk Loss
1,2021.0,-0.7634316541167557,0.8226474444536381,0.3519864644135438,Lake Nakuru,1,Overall Loss,1.9380655629839376,Severe Risk Loss
1,2022.0,-0.9757094651864189,0.39073261847994434,0.9181264741170183,Lake Nakuru,1,Overall Loss,2.2845685577833814,Severe Risk Loss
1,2023.0,-1.144270577344773,0.47661576303961667,1.0195569671902187,Lake Nakuru,1,Overall Loss,2.6404433075746083,Severe Risk Loss
1,2024.0,-0.7916297076874405,0.20400399013182882,0.7631585848873609,Lake Nakuru,1,Overall Loss,1.7587922827066302,Severe Risk Loss
1,2025.0,-0.7254650403330886,0.17369793803908995,0.7351444487600884,Lake Nakuru,1,Overall Loss,1.634307427132267,Severe Risk Loss
14,2019.0,2.57685158051151,-2.1815235136731577,-2.2936729555558255,Kalama Community Wildlife Conservancy,2,Overall Gain,7.052048049740494,High Risk Gain
14,2020.0,2.592040242804901,-2.202276450404214,-2.256066162824388,Kalama Community Wildlife Conservancy,2,Overall Gain,7.050382856033503,High Risk Gain
14,2021.0,2.726082950428543,-2.485331057858196,-2.2953213553855214,Kalama Community Wildlife Conservancy,2,Overall Gain,7.50673536367226,High Risk Gain
14,2022.0,1.2166056617175083,-1.7977426361707731,-0.815373548788912,Kalama Community Wildlife Conservancy,2,Overall Gain,3.8297218466771934,High Risk Gain
14,2023.0,0.7366480070262558,-1.217335673042476,-0.42248862816232097,Kalama Community Wildlife Conservancy,2,Overall Gain,2.376472308231053,High Risk Gain
14,2024.0,1.1152212984287089,-1.636447310152313,-0.7056638652595593,Kalama Community Wildlife Conservancy,2,Overall Gain,3.457332473840581,High Risk Gain
14,2025.0,1.313439553276837,-1.9949076079303225,-0.9314080511805398,Kalama Community Wildlife Conservancy,2,Overall Gain,4.239755212387699,High Risk Gain
9,2019.0,-0.5294404415604708,1.7781793422880021,-0.6276455060367521,Hanshak-Nyongoro Community Conservancy,0,Overall Loss,2.9352652898852254,Severe Risk Loss
9,2020.0,0.110475372969246,1.3001523292051445,-0.8814217102186511,Hanshak-Nyongoro Community Conservancy,0,Overall Loss,2.2920494123930415,Severe Risk Loss
9,2021.0,-0.4559441735911156,1.8229191287636295,-0.6021150865543158,Hanshak-Nyongoro Community Conservancy,0,Overall Loss,2.8809783889090608,Severe Risk Loss
9,2022.0,-0.9364424755101474,0.9670503123103145,0.5012933371462976,Hanshak-Nyongoro Community Conservancy,1,Overall Loss,2.4047861249667593,Severe Risk Loss
9,2023.0,-0.7676953934557209,0.7647162698771568,0.4253294147478727,Hanshak-Nyongoro Community Conservancy,1,Overall Loss,1.9577410780807505,Severe Risk Loss
9,2024.0,-0.5777677620978826,0.5900667191129593,0.3772456136417997,Hanshak-Nyongoro Community Conservancy,1,Overall Loss,1.5450800948526415,Severe Risk Loss
9,2025.0,-0.919874226421771,0.8965866229591718,0.585872102894371,Hanshak-Nyongoro Community Conservancy,1,Overall Loss,2.4023329522753136,Severe Risk Loss
72,2019.0,0.5075537756669732,0.7740864810805036,-0.842072252148823,Chepkitale,0,Overall Stable,2.1237125088963,Stable
72,2020.0,1.3834384566516955,-0.24017362117542848,-1.3988931367966575,Chepkitale,2,Overall Stable,3.0225052146237816,Stable
72,2021.0,0.4584127469005651,0.8420131652807434,-0.6982030327097972,Chepkitale,0,Overall Stable,1.9986289448911057,Stable
72,2022.0,-0.45258317871397424,0.4351865487377211,0.48888428363480757,Chepkitale,1,Overall Stable,1.3766540110865029,Stable
72,2023.0,-0.605318946826182,0.49964130582140404,0.5550551542865775,Chepkitale,1,Overall Stable,1.6600154069341637,Stable
72,2024.0,0.02711120984447306,-0.27012095786513785,0.12486785536103662,Chepkitale,1,Overall Stable,0.42210002307064753,Stable
72,2025.0,-0.23518613706788244,0.13329620473053708,0.31093366000101896,Chepkitale,1,Overall Stable,0.6794160017994385,Stable
70,2019.0,-0.41261216123473976,1.3629811941885104,-0.10321064687642219,Central Island,0,Overall Stable,1.8788040022996724,Stable
70,2020.0,1.4674511278275562,-0.8212338158189896,-1.3212798817997409,Central Island,2,Overall Stable,3.6099648254462866,Stable
70,2021.0,-0.34932965366949825,1.2673360682541064,-0.027846988725274528,Central Island,0,Overall Stable,1.6445127106488793,Stable
70,2022.0,-0.9907223959145615,0.6856411692474387,0.9059270330476468,Central Island,1,Overall Stable,2.5822905982096467,Stable
70,2023.0,-1.000806441090014,0.6548733198216794,0.881029083044885,Central Island,1,Overall Stable,2.5367088439565784,Stable
70,2024.0,-0.15057200127785036,-0.22116865079404371,0.3172887999691562,Central Island,1,Overall Stable,0.6890294520410503,Stable
70,2025.0,-0.6482647431742695,0.3818919304406278,0.6970837368859025,Central Island,1,Overall Stable,1.7272404105007997,Stable
65,2019.0,-0.224197302410519,0.7062085978018432,0.006310501523314388,Aberdare,0,Overall Stable,0.9367164017356765,Stable
65,2020.0,0.12989612049752358,0.23065964625187202,-0.4286144613102261,Aberdare,0,Overall Stable,0.7891702280596218,Stable
65,2021.0,-0.2509723302108452,0.7371194326482656,-0.02125804727118244,Aberdare,0,Overall Stable,1.0093498101302933,Stable
65,2022.0,-0.8950824464942555,0.4351890073589298,0.8988953902675539,Aberdare,1,Overall Stable,2.2291668441207393,Stable
65,2023.0,-0.7310835277500392,0.25243318060691594,0.7804788699616247,Aberdare,1,Overall Stable,1.76399557831858,Stable
65,2024.0,-0.28287796792921716,-0.3323145504448993,0.4656103351362485,Aberdare,1,Overall Stable,1.0808028535103649,Stable
65,2025.0,0.2182117568654868,-0.7510162053952935,0.0956709324219401,Aberdare,1,Overall Stable,1.0648988946827203,Stable
64,2019.0,0.7693840819408478,-0.16113869928409522,-1.049357785512086,Naivasha Wildlife Sanctuary,2,Overall Stable,1.979880566737029,Stable
64,2020.0,-0.0802950839077624,0.709762482591685,-0.6581631381788162,Naivasha Wildlife Sanctuary,0,Overall Stable,1.4482207046782636,Stable
64,2021.0,0.6613704888717431,-0.03454312159033641,-0.8276933666518309,Naivasha Wildlife Sanctuary,2,Overall Stable,1.5236069771139105,Stable
64,2022.0,0.6878664912016491,-1.143111120263441,-0.4166001996375672,Naivasha Wildlife Sanctuary,2,Overall Stable,2.247577811102657,Stable
64,2023.0,-0.8643520011929845,0.1940514311049583,0.7377523596551862,Naivasha Wildlife Sanctuary,1,Overall Stable,1.796155791953129,Stable
64,2024.0,0.2741947143186773,-0.8588999573962679,0.028214788294555506,Naivasha Wildlife Sanctuary,2,Overall Stable,1.1613094600095009,Stable
64,2025.0,0.4239764594283727,-1.0055422384562684,-0.1477863468930898,Naivasha Wildlife Sanctuary,2,Overall Stable,1.5773050447777308,Stable
66,2019.0,0.3833086139036983,0.9943196150765254,-0.6082612754659535,Amboseli,0,Overall Stable,1.9858895044461773,Stable
66,2020.0,1.555010012012737,-0.3694472018165447,-1.3996549325297305,Amboseli,2,Overall Stable,3.3241121463590124,Stable
66,2021.0,0.8389262019790013,0.4399744332322523,-0.9150268590437163,Amboseli,0,Overall Stable,2.19392749425497,Stable
66,2022.0,-0.06534102205641061,0.1544383363022545,0.15511931323878297,Amboseli,1,Overall Stable,0.3748986715974481,Stable
66,2023.0,-0.1049116208999268,0.25429004744088224,0.2719282511305913,Amboseli,1,Overall Stable,0.6311299194714004,Stable
66,2024.0,0.2484793929523797,-0.3089782617484563,0.06537102647163551,Amboseli,1,Overall Stable,0.6228286811724715,Stable
66,2025.0,0.5016878993888783,-0.5171990223626978,-0.17312120214001153,Amboseli,2,Overall Stable,1.1920081238915876,Stable
7,2019.0,-0.22307117573156215,0.11688123295287989,0.37985625656222977,Lower Tana Delta Conservation Trust,1,Overall Stable,0.7198086652466718,Stable
7,2020.0,0.561210911554829,-1.3842321273497091,0.027219329632352785,Lower Tana Delta Conservation Trust,2,Overall Stable,1.9726623685368911,Stable
7,2021.0,0.06566995181819327,-0.4948702947302162,0.27953347845649335,Lower Tana Delta Conservation Trust,1,Overall Stable,0.8400737250049028,Stable
7,2022.0,-0.5197014319531719,-0.35885664625159797,0.8293491150273489,Lower Tana Delta Conservation Trust,1,Overall Stable,1.7079071932321188,Stable
7,2023.0,-0.7854643376631341,-0.1889692456290561,1.077977939430031,Lower Tana Delta Conservation Trust,1,Overall Stable,2.0524115227222213,Stable
7,2024.0,-0.2766861388073011,-0.8108831072356091,0.7203777018287507,Lower Tana Delta Conservation Trust,1,Overall Stable,1.807946947871661,Stable
7,2025.0,-0.567069246749162,-0.45414144506567117,0.9181880438966332,Lower Tana Delta Conservation Trust,1,Overall Stable,1.9393987357114664,Stable
73,2019.0,0.026752134715347785,1.3811491880778628,-0.45233791642426924,Chyulu Hills,0,Overall Stable,1.86023923921748,Stable
73,2020.0,1.26888914983835,-0.11363246647600096,-1.2257318947951898,Chyulu Hills,2,Overall Stable,2.608253511109541,Stable
73,2021.0,0.4029109659471108,0.9042146866402119,-0.660290351778964,Chyulu Hills,0,Overall Stable,1.9674160043662867,Stable
73,2022.0,-0.791362828902823,0.8813052504106715,0.7505769541065129,Chyulu Hills,1,Overall Stable,2.4232450334200073,Stable
73,2023.0,-0.6282642309036327,0.6994636139331859,0.5821772909991283,Chyulu Hills,1,Overall Stable,1.909905135835947,Stable
73,2024.0,-0.018490403214202235,-0.14337289180880872,0.21084958394973843,Chyulu Hills,1,Overall Stable,0.3727128789727494,Stable
73,2025.0,-0.5111854489518146,0.5266447168248779,0.5340053561878065,Chyulu Hills,1,Overall Stable,1.5718355219644988,Stable
71,2019.0,-0.3148084286994653,1.570798443504733,-0.32011465352152146,Buffalo Springs,0,Overall Stable,2.20572152572572,Stable
71,2020.0,0.8762420916772926,0.3446067520802843,-1.0393164074639043,Buffalo Springs,0,Overall Stable,2.260165251221481,Stable
71,2021.0,-0.3609571903567195,1.6528492751295605,-0.2157017475757633,Buffalo Springs,0,Overall Stable,2.229508213062043,Stable
71,2022.0,-0.9304349613874601,1.1037194051369463,0.6932038591778339,Buffalo Springs,1,Overall Stable,2.72735822570224,Stable
71,2023.0,-0.9701466621912002,1.0736425829638134,0.6784261427683951,Buffalo Springs,1,Overall Stable,2.7222153879234083,Stable
71,2024.0,-0.10748248168187081,0.029599483156538372,0.14455726619697343,Buffalo Springs,1,Overall Stable,0.2816392310353826,Stable
71,2025.0,-0.7847034678616198,0.7484094231326629,0.7117059312459577,Buffalo Springs,1,Overall Stable,2.2448188222402408,Stable
8,2019.0,0.5308572290221328,0.3810604945253241,-0.596536497428116,Nasuulu Community Wildlife Conservancy,0,Overall Stable,1.508454220975573,Stable
8,2020.0,1.5452358877528471,-0.7297195431022545,-1.2484484485673135,Nasuulu Community Wildlife Conservancy,2,Overall Stable,3.523403879422415,Stable
8,2021.0,0.9541148193537674,0.014549372903007335,-0.828710093355365,Nasuulu Community Wildlife Conservancy,2,Overall Stable,1.7973742856121397,Stable
8,2022.0,-0.19480064334637553,-0.01873043978928739,0.47947673656092166,Nasuulu Community Wildlife Conservancy,1,Overall Stable,0.6930078196965845,Stable
8,2023.0,-0.43038590006330457,0.10027289637877855,0.6159057329005155,Nasuulu Community Wildlife Conservancy,1,Overall Stable,1.1465645293425988,Stable
8,2024.0,0.20861673744530956,-0.6430788167047867,0.15531253324879307,Nasuulu Community Wildlife Conservancy,1,Overall Stable,1.0070080873988894,Stable
8,2025.0,0.22631256348928047,-0.5293231828062223,0.1230723325252845,Nasuulu Community Wildlife Conservancy,1,Overall Stable,0.8787080788207873,Stable
61,2019.0,-0.3640310676388514,1.3013556817336767,-0.3126110602365547,Kenya Lake System in the Great Rift Valley,0,Overall Stable,1.9779978096090827,Stable
61,2020.0,-0.08051498473521525,1.2330482758980839,-0.5971421102670231,Kenya Lake System in the Great Rift Valley,0,Overall Stable,1.9107053709003223,Stable
61,2021.0,-0.1793830505988622,1.0870424570246542,-0.49873781170470516,Kenya Lake System in the Great Rift Valley,0,Overall Stable,1.7651633193282217,Stable
61,2022.0,-0.9302082909003363,0.8503784307885313,0.7655690593131307,Kenya Lake System in the Great Rift Valley,1,Overall Stable,2.5461557810019984,Stable
61,2023.0,-1.0723600303806917,0.9195856073612958,0.8005118140274567,Kenya Lake System in the Great Rift Valley,1,Overall Stable,2.7924574517694443,Stable
61,2024.0,-0.007245467240579331,-0.3107083979920186,0.16743745174018418,Kenya Lake System in the Great Rift Valley,1,Overall Stable,0.48539131697278215,Stable
61,2025.0,-0.6734967022874055,0.46452785924143286,0.6622562937231967,Kenya Lake System in the Great Rift Valley,1,Overall Stable,1.8002808552520353,Stable
60,2019.0,-0.07032589796752252,1.0101093234004972,-0.3716091247524071,Naboisho,0,Overall Stable,1.4520443461204269,Stable
60,2020.0,0.3354615076011429,0.5075862989118521,-0.7042020803896776,Naboisho,0,Overall Stable,1.5472498869026725,Stable
60,2021.0,-0.25518442661204876,0.9670760263390975,-0.2227185458923955,Naboisho,0,Overall Stable,1.4449789988435418,Stable
60,2022.0,-0.7325919614729667,0.7066263845505829,0.6517700621524101,Naboisho,1,Overall Stable,2.09098840817596,Stable
60,2023.0,-0.7801137348466927,0.46255046129299204,0.7067448219015016,Naboisho,1,Overall Stable,1.9494090180411863,Stable
60,2024.0,-0.2740727526931824,-0.11164184697576601,0.34006995139673374,Naboisho,1,Overall Stable,0.7257845510656822,Stable
60,2025.0,0.018717606890734807,-0.26825330381893664,0.20353896819645492,Naboisho,1,Overall Stable,0.4905098789061264,Stable
58,2019.0,0.17870604052508643,0.32093958796689853,-0.47597978673572394,Ol Chorro Oiroua,0,Overall Stable,0.9756254152277088,Stable
58,2020.0,-0.19312735320229568,0.8430701602729176,-0.3978801877569789,Ol Chorro Oiroua,0,Overall Stable,1.4340777012321921,Stable
58,2021.0,-0.28287101962749445,0.6375139717286288,-0.15560045317748017,Ol Chorro Oiroua,0,Overall Stable,1.0759854445336035,Stable
58,2022.0,-0.5970049677043583,-0.005004712046537371,0.656240958839844,Ol Chorro Oiroua,1,Overall Stable,1.2582506385907397,Stable
58,2023.0,-0.9424787592881027,0.2901450709544969,0.8862219789963863,Ol Chorro Oiroua,1,Overall Stable,2.118845809238986,Stable
58,2024.0,-0.42074500539044957,-0.0724418563810914,0.47707741251077607,Ol Chorro Oiroua,1,Overall Stable,0.9702642742823171,Stable
58,2025.0,-0.16392422120722613,-0.3665341971595352,0.3050130245050914,Ol Chorro Oiroua,1,Overall Stable,0.8354714428718527,Stable
