Region,Year,mean_ndvi,mean_bsi,mean_ndwi,Area_Name,Final_Label,Area_Trend,Risk_Factor,Area_Risk_Trend,Mean_Rainfall_mm
64,2025-01-01,0.4239764594283727,-1.0055422384562684,-0.1477863468930898,Naivasha Wildlife Sanctuary,2,Overall Stable,1.5773050447777308,Stable,16.245398388511834
66,2019-01-01,0.3833086139036983,0.9943196150765254,-0.6082612754659535,Amboseli,0,Overall Stable,1.9858895044461773,Stable,9.866938825791964
66,2020-01-01,1.555010012012737,-0.3694472018165447,-1.3996549325297305,Amboseli,2,Overall Stable,3.3241121463590124,Stable,9.479292839372649
66,2021-01-01,0.8389262019790013,0.4399744332322523,-0.9150268590437164,Amboseli,0,Overall Stable,2.19392749425497,Stable,6.85945469081847
66,2022-01-01,-0.0653410220564106,0.1544383363022545,0.1551193132387829,Amboseli,1,Overall Stable,0.3748986715974481,Stable,5.462365551158029
66,2023-01-01,-0.1049116208999268,0.2542900474408822,0.2719282511305913,Amboseli,1,Overall Stable,0.6311299194714004,Stable,6.907824286622891
66,2024-01-01,0.2484793929523797,-0.3089782617484563,0.0653710264716355,Amboseli,1,Overall Stable,0.6228286811724715,Stable,10.838980595412876
66,2025-01-01,0.5016878993888783,-0.5171990223626978,-0.1731212021400115,Amboseli,2,Overall Stable,1.1920081238915876,Stable,13.245860235997412
7,2019-01-01,-0.2230711757315621,0.1168812329528798,0.3798562565622297,Lower Tana Delta Conservation Trust,1,Overall Stable,0.7198086652466718,Stable,9.818079261535695
7,2020-01-01,0.561210911554829,-1.3842321273497091,0.0272193296323527,Lower Tana Delta Conservation Trust,2,Overall Stable,1.9726623685368911,Stable,8.34823749386028
7,2021-01-01,0.0656699518181932,-0.4948702947302162,0.2795334784564933,Lower Tana Delta Conservation Trust,1,Overall Stable,0.8400737250049028,Stable,5.094502857210866
7,2022-01-01,-0.5197014319531719,-0.3588566462515979,0.8293491150273489,Lower Tana Delta Conservation Trust,1,Overall Stable,1.7079071932321188,Stable,5.987763591758843
7,2023-01-01,-0.7854643376631341,-0.1889692456290561,1.077977939430031,Lower Tana Delta Conservation Trust,1,Overall Stable,2.0524115227222213,Stable,11.39976805467652
7,2024-01-01,-0.2766861388073011,-0.8108831072356091,0.7203777018287507,Lower Tana Delta Conservation Trust,1,Overall Stable,1.807946947871661,Stable,7.0006026659763725
7,2025-01-01,-0.567069246749162,-0.4541414450656711,0.9181880438966332,Lower Tana Delta Conservation Trust,1,Overall Stable,1.9393987357114664,Stable,0.9399663527663544
73,2019-01-01,0.0267521347153477,1.3811491880778628,-0.4523379164242692,Chyulu Hills,0,Overall Stable,1.86023923921748,Stable,14.758136446832731
73,2020-01-01,1.26888914983835,-0.1136324664760009,-1.2257318947951898,Chyulu Hills,2,Overall Stable,2.608253511109541,Stable,13.250511068424576
73,2021-01-01,0.4029109659471108,0.904214686640212,-0.660290351778964,Chyulu Hills,0,Overall Stable,1.9674160043662867,Stable,10.262686665908882
73,2022-01-01,-0.791362828902823,0.8813052504106715,0.7505769541065129,Chyulu Hills,1,Overall Stable,2.4232450334200077,Stable,7.176834406620255
73,2023-01-01,-0.6282642309036327,0.6994636139331859,0.5821772909991283,Chyulu Hills,1,Overall Stable,1.909905135835947,Stable,11.784929023601649
73,2024-01-01,-0.0184904032142022,-0.1433728918088087,0.2108495839497384,Chyulu Hills,1,Overall Stable,0.3727128789727494,Stable,14.104688712877223
73,2025-01-01,-0.5111854489518146,0.5266447168248779,0.5340053561878065,Chyulu Hills,1,Overall Stable,1.5718355219644988,Stable,10.318041863101335
71,2019-01-01,-0.3148084286994653,1.570798443504733,-0.3201146535215214,Buffalo Springs,0,Overall Stable,2.20572152572572,Stable,9.916907651429588
71,2020-01-01,0.8762420916772926,0.3446067520802843,-1.0393164074639043,Buffalo Springs,0,Overall Stable,2.260165251221481,Stable,9.60950293738553
71,2021-01-01,-0.3609571903567195,1.6528492751295605,-0.2157017475757633,Buffalo Springs,0,Overall Stable,2.229508213062043,Stable,6.051601088136554
71,2022-01-01,-0.93043496138746,1.1037194051369463,0.6932038591778339,Buffalo Springs,1,Overall Stable,2.72735822570224,Stable,5.057771190206162
71,2023-01-01,-0.9701466621912002,1.0736425829638134,0.6784261427683951,Buffalo Springs,1,Overall Stable,2.7222153879234083,Stable,10.731630446541972
71,2024-01-01,-0.1074824816818708,0.0295994831565383,0.1445572661969734,Buffalo Springs,1,Overall Stable,0.2816392310353826,Stable,8.52795102514324
71,2025-01-01,-0.7847034678616198,0.7484094231326629,0.7117059312459577,Buffalo Springs,1,Overall Stable,2.2448188222402408,Stable,2.595425328266794
8,2019-01-01,0.5308572290221328,0.3810604945253241,-0.596536497428116,Nasuulu Community Wildlife Conservancy,0,Overall Stable,1.508454220975573,Stable,13.266082352128077
8,2020-01-01,1.5452358877528471,-0.7297195431022545,-1.2484484485673135,Nasuulu Community Wildlife Conservancy,2,Overall Stable,3.523403879422415,Stable,12.334075752007768
8,2021-01-01,0.9541148193537674,0.0145493729030073,-0.828710093355365,Nasuulu Community Wildlife Conservancy,2,Overall Stable,1.7973742856121395,Stable,7.590135345867324
8,2022-01-01,-0.1948006433463755,-0.0187304397892873,0.4794767365609216,Nasuulu Community Wildlife Conservancy,1,Overall Stable,0.6930078196965845,Stable,6.015043483048538
8,2023-01-01,-0.4303859000633045,0.1002728963787785,0.6159057329005155,Nasuulu Community Wildlife Conservancy,1,Overall Stable,1.1465645293425988,Stable,12.967755247491962
8,2024-01-01,0.2086167374453095,-0.6430788167047867,0.155312533248793,Nasuulu Community Wildlife Conservancy,1,Overall Stable,1.0070080873988894,Stable,10.31230882007748
8,2025-01-01,0.2263125634892804,-0.5293231828062223,0.1230723325252845,Nasuulu Community Wildlife Conservancy,1,Overall Stable,0.8787080788207873,Stable,3.2622894721603983
