Protected_Area_Name,Year,Mean_Rainfall_mm
Lower Tana Delta Conservation Trust,2019,9.818079261535697
Lower Tana Delta Conservation Trust,2020,8.34823749386028
Lower Tana Delta Conservation Trust,2021,5.094502857210866
Lower Tana Delta Conservation Trust,2022,5.987763591758843
Lower Tana Delta Conservation Trust,2023,11.39976805467652
Lower Tana Delta Conservation Trust,2024,7.0006026659763725
Lower Tana Delta Conservation Trust,2025,0.9399663527663545
Ltungai Community Conservancy Trust,2019,12.417435828020409
Ltungai Community Conservancy Trust,2020,15.490768704087316
Ltungai Community Conservancy Trust,2021,8.790474851515794
Ltungai Community Conservancy Trust,2022,8.26609634279479
Ltungai Community Conservancy Trust,2023,9.672215107954539
Ltungai Community Conservancy Trust,2024,12.073319345658442
Ltungai Community Conservancy Trust,2025,5.474859294663148
Makurian (Oreteti),2019,13.757831535402666
Makurian (Oreteti),2020,14.078015216564351
Makurian (Oreteti),2021,8.244157408007231
Makurian (Oreteti),2022,7.394412934992916
Makurian (Oreteti),2023,13.208098093925097
Makurian (Oreteti),2024,11.309414830255234
Makurian (Oreteti),2025,7.277531275645444
Malka Mari,2019,9.625041127192215
Malka Mari,2020,6.486139603854952
Malka Mari,2021,4.52000798615096
Malka Mari,2022,4.361921540632096
Malka Mari,2023,11.838094005090936
Malka Mari,2024,5.9974203366267425
Malka Mari,2025,0.2117189853884798
Mara North,2019,17.698600205287924
Mara North,2020,21.696126719034194
Mara North,2021,14.93430771984217
Mara North,2022,20.455514294394423
Mara North,2023,16.68732147385187
Mara North,2024,20.03289488278655
Mara North,2025,17.967569279770434
Maralal,2019,9.407264548871252
Maralal,2020,12.656319308612082
Maralal,2021,6.34383278257317
Maralal,2022,6.642213732832008
Maralal,2023,8.518319755378696
Maralal,2024,9.49277761247423
Maralal,2025,4.325676838556926
Marsabit,2019,14.647622010094235
Marsabit,2020,16.59629486278195
Marsabit,2021,6.9570268380652776
Marsabit,2022,7.510379900787972
Marsabit,2023,21.840229427733394
Marsabit,2024,12.569764829510188
Marsabit,2025,2.998766825630829
Masai Mara,2019,16.77945261877692
Masai Mara,2020,19.273592527046887
Masai Mara,2021,14.538693265880077
Masai Mara,2022,18.914736788979486
Masai Mara,2023,15.742959191667827
Masai Mara,2024,19.245664950688397
Masai Mara,2025,21.17935059426813
Meibae Community Conservancy,2019,8.632588061940593
Meibae Community Conservancy,2020,8.978945123228522
Meibae Community Conservancy,2021,5.5008237393581885
Meibae Community Conservancy,2022,4.560552835240873
Meibae Community Conservancy,2023,8.931674652634822
Meibae Community Conservancy,2024,7.39134405834805
Meibae Community Conservancy,2025,2.4478749815846395
Melako Community Conservancy,2019,4.0177435765256915
Melako Community Conservancy,2020,5.304296975224687
Melako Community Conservancy,2021,2.187155042385979
Melako Community Conservancy,2022,2.6313298563588607
Melako Community Conservancy,2023,6.283197178609722
Melako Community Conservancy,2024,3.8665324352843067
Melako Community Conservancy,2025,1.148568586723964
Meru,2019,18.169186070351987
Meru,2020,14.572745621482357
Meru,2021,10.984716594517002
Meru,2022,9.569371115674826
Meru,2023,20.49617774078397
Meru,2024,15.137093963229903
Meru,2025,2.229851712171404
Motikanju,2019,9.06401262209176
Motikanju,2020,9.471375092508328
Motikanju,2021,7.100589271549834
Motikanju,2022,5.044424820512451
Motikanju,2023,7.263677480460313
Motikanju,2024,9.480080555618072
Motikanju,2025,13.028055693531593
Motorogi,2019,15.636475922791796
Motorogi,2020,18.926788688852046
Motorogi,2021,12.790586471329421
Motorogi,2022,17.326802699890838
Motorogi,2023,14.11317042383193
Motorogi,2024,18.43161555891421
Motorogi,2025,17.5749497133107
Mount Kenya National Park/Natural Forest,2019,29.82561726374307
Mount Kenya National Park/Natural Forest,2020,31.02479676398197
Mount Kenya National Park/Natural Forest,2021,19.399424007183832
Mount Kenya National Park/Natural Forest,2022,16.252537687076575
Mount Kenya National Park/Natural Forest,2023,26.908540173460977
Mount Kenya National Park/Natural Forest,2024,26.46063493071828
Mount Kenya National Park/Natural Forest,2025,8.62915842481347
Mpala,2019,11.519001910529058
Mpala,2020,12.870409755926215
Mpala,2021,7.318787892310321
Mpala,2022,6.691270916328246
Mpala,2023,10.008947765382759
Mpala,2024,10.546219445326821
Mpala,2025,4.693357146483415
Mpus Kutuk Community Conservancy,2019,9.957865546628822
Mpus Kutuk Community Conservancy,2020,10.135685786466125
Mpus Kutuk Community Conservancy,2021,6.440586440533165
Mpus Kutuk Community Conservancy,2022,5.400015526658263
Mpus Kutuk Community Conservancy,2023,10.700976652845569
Mpus Kutuk Community Conservancy,2024,8.655687344079475
Mpus Kutuk Community Conservancy,2025,3.3042867157297544
Mt. Elgon,2019,26.884707752077414
Mt. Elgon,2020,34.57448735801911
Mt. Elgon,2021,21.150444700048663
Mt. Elgon,2022,23.25338753853305
Mt. Elgon,2023,20.984957185222868
Mt. Elgon,2024,25.831961760841764
Mt. Elgon,2025,6.67605124793331
Mt. Kenya,2019,30.196138756492303
Mt. Kenya,2020,31.516756811676803
Mt. Kenya,2021,19.76340538643455
Mt. Kenya,2022,16.57351469037025
Mt. Kenya,2023,27.051449238912735
Mt. Kenya,2024,26.850708345560765
Mt. Kenya,2025,8.740765563980625
Mt. Longonot,2019,12.658656512769277
Mt. Longonot,2020,15.453610907476339
Mt. Longonot,2021,9.649835460776828
Mt. Longonot,2022,8.05451022656137
Mt. Longonot,2023,9.577796777170336
Mt. Longonot,2024,20.72860957863818
Mt. Longonot,2025,17.200035946966338
Mugie,2019,11.08733244682735
Mugie,2020,13.198886291561694
Mugie,2021,7.85996054956637
Mugie,2022,6.795277231342357
Mugie,2023,8.746429025078898
Mugie,2024,10.257747099744016
Mugie,2025,4.003177071108684
Mwea,2019,16.659082548728364
Mwea,2020,14.424558567313953
Mwea,2021,11.230668530776107
Mwea,2022,8.864371354209085
Mwea,2023,14.072301917301033
Mwea,2024,15.683652143852104
Mwea,2025,5.277432965317504
Mwingi,2019,15.939112233599616
Mwingi,2020,9.79217892269035
Mwingi,2021,9.18404904642478
Mwingi,2022,8.176029664123266
Mwingi,2023,18.713859436262172
Mwingi,2024,11.785766576300077
Mwingi,2025,1.6930918667590291
Naboisho,2019,14.419363951972905
Naboisho,2020,17.211450775579667
Naboisho,2021,11.902549812990479
Naboisho,2022,14.842694799146834
Naboisho,2023,12.82883687892864
Naboisho,2024,18.781378562226358
Naboisho,2025,20.119341295262085
Naibunga Conservancy Trust,2019,11.855151035633458
Naibunga Conservancy Trust,2020,12.085905054832724
Naibunga Conservancy Trust,2021,7.247472306402894
Naibunga Conservancy Trust,2022,6.231239172645181
Naibunga Conservancy Trust,2023,11.232486283059952
Naibunga Conservancy Trust,2024,9.813418873542293
Naibunga Conservancy Trust,2025,3.4991976216466285
Nailepu,2019,9.043786405140743
Nailepu,2020,8.331635045733771
Nailepu,2021,6.485031751047372
Nailepu,2022,4.762097049298535
Nailepu,2023,6.386715746454723
Nailepu,2024,9.09413801319712
Nailepu,2025,13.734787344610803
Nairobi,2019,13.083746054170952
Nairobi,2020,12.615942822158685
Nairobi,2021,8.925624740461961
Nairobi,2022,6.642729286915166
Nairobi,2023,8.779169280639854
Nairobi,2024,18.38224949272109
Nairobi,2025,14.407912166470295
Naivasha Wildlife Sanctuary,2019,14.41390523462917
Naivasha Wildlife Sanctuary,2020,17.629831053173874
Naivasha Wildlife Sanctuary,2021,11.587836733494678
Naivasha Wildlife Sanctuary,2022,9.956542670098756
Naivasha Wildlife Sanctuary,2023,11.600612808347206
Naivasha Wildlife Sanctuary,2024,20.841308289674977
Naivasha Wildlife Sanctuary,2025,16.245398388511834
Nakuprat-Gotu Community Conservancy,2019,11.041058206999061
Nakuprat-Gotu Community Conservancy,2020,10.066898804015294
Nakuprat-Gotu Community Conservancy,2021,5.607870359025265
Nakuprat-Gotu Community Conservancy,2022,5.524232360351305
Nakuprat-Gotu Community Conservancy,2023,13.233578967595754
Nakuprat-Gotu Community Conservancy,2024,9.269617652692146
Nakuprat-Gotu Community Conservancy,2025,1.012331502655792
Namunyak Wildlife Conservation Trust,2019,9.34208631448701
Namunyak Wildlife Conservation Trust,2020,9.848193655086682
Namunyak Wildlife Conservation Trust,2021,5.633971246795866
Namunyak Wildlife Conservation Trust,2022,5.240669671255501
Namunyak Wildlife Conservation Trust,2023,11.343965621518484
Namunyak Wildlife Conservation Trust,2024,8.18644767270442
Namunyak Wildlife Conservation Trust,2025,2.1194523610327627
Nasolot,2019,10.62378182052007
Nasolot,2020,15.910913983634929
Nasolot,2021,7.126166930940029
Nasolot,2022,6.917318946886673
Nasolot,2023,8.468537499246587
Nasolot,2024,12.675351926236988
Nasolot,2025,0.9756732752771242
Nasuulu Community Wildlife Conservancy,2019,13.266082352128075
Nasuulu Community Wildlife Conservancy,2020,12.334075752007768
Nasuulu Community Wildlife Conservancy,2021,7.590135345867324
Nasuulu Community Wildlife Conservancy,2022,6.015043483048538
Nasuulu Community Wildlife Conservancy,2023,12.967755247491962
Nasuulu Community Wildlife Conservancy,2024,10.312308820077481
Nasuulu Community Wildlife Conservancy,2025,3.2622894721603983
Ndera Community Conservancy,2019,13.00041977501989
Ndera Community Conservancy,2020,10.343137506267908
Ndera Community Conservancy,2021,8.21095485121712
Ndera Community Conservancy,2022,6.1607696573616035
Ndera Community Conservancy,2023,14.462475578198386
Ndera Community Conservancy,2024,9.286745110841512
Ndera Community Conservancy,2025,1.0141875605242965
Ndere Island,2019,24.854079108493433
Ndere Island,2020,32.03886058724668
Ndere Island,2021,21.71000588679217
Ndere Island,2022,26.607429570783452
Ndere Island,2023,25.020711925335053
Ndere Island,2024,25.103177207999114
Ndere Island,2025,13.265042355390099
Ngai Ndethia,2019,11.698480680086526
Ngai Ndethia,2020,12.447018019973898
Ngai Ndethia,2021,7.814347912615235
Ngai Ndethia,2022,6.536458187751778
Ngai Ndethia,2023,11.326578067784824
Ngai Ndethia,2024,10.828744289731876
Ngai Ndethia,2025,5.531659314266306
Ngare Ndare Community Conservancy,2019,20.50617701776339
Ngare Ndare Community Conservancy,2020,19.037279692356066
Ngare Ndare Community Conservancy,2021,12.284039385914848
Ngare Ndare Community Conservancy,2022,9.870426038218078
Ngare Ndare Community Conservancy,2023,18.150848357933448
Ngare Ndare Community Conservancy,2024,15.84138666401077
Ngare Ndare Community Conservancy,2025,6.378746145985264
Ngorare,2019,11.02535993684961
Ngorare,2020,13.384291409847163
Ngorare,2021,7.655541115757856
Ngorare,2022,7.111085107637393
Ngorare,2023,9.87015388452786
Ngorare,2024,11.193328599136633
Ngorare,2025,5.239784696585739
Nyambene,2019,13.718471688184245
Nyambene,2020,12.676171347308276
Nyambene,2021,7.525140806396335
Nyambene,2022,6.772357894045491
Nyambene,2023,14.473415898657578
Nyambene,2024,11.496858334855737
Nyambene,2025,1.8912433960772237
Ol Chorro Oiroua,2019,18.343714366934208
Ol Chorro Oiroua,2020,22.215624561403693
Ol Chorro Oiroua,2021,15.762105336741042
Ol Chorro Oiroua,2022,21.244731514117657
Ol Chorro Oiroua,2023,17.29775467725743
Ol Chorro Oiroua,2024,21.01087773309571
Ol Chorro Oiroua,2025,17.057558357497275
Ol Donyo Sabuk,2019,17.837103693089368
Ol Donyo Sabuk,2020,17.517933583919913
Ol Donyo Sabuk,2021,12.598843044590746
Ol Donyo Sabuk,2022,9.320527937860918
Ol Donyo Sabuk,2023,14.17272729476525
Ol Donyo Sabuk,2024,22.497926299101447
Ol Donyo Sabuk,2025,11.651969420575648
Ol Jogi Ranch,2019,13.227880068371487
Ol Jogi Ranch,2020,13.825545194686462
Ol Jogi Ranch,2021,8.196154338397315
Ol Jogi Ranch,2022,7.515117573603795
Ol Jogi Ranch,2023,11.63583994639137
Ol Jogi Ranch,2024,10.985752135910559
Ol Jogi Ranch,2025,5.197226970622407
Ol Kinyei,2019,13.80335052900953
Ol Kinyei,2020,16.588978517435503
Ol Kinyei,2021,11.419913933519778
Ol Kinyei,2022,13.527415708793098
Ol Kinyei,2023,12.128656931077634
Ol Kinyei,2024,19.02272141343474
Ol Kinyei,2025,21.93119159435314
Ol Lentille Conservancy,2019,12.589559577560813
Ol Lentille Conservancy,2020,12.88302660016689
Ol Lentille Conservancy,2021,7.8284559990531095
Ol Lentille Conservancy,2022,6.506090071178179
Ol Lentille Conservancy,2023,12.556051072012373
Ol Lentille Conservancy,2024,10.652976087068145
Ol Lentille Conservancy,2025,3.5055188377020534
Ol Pejeta,2019,14.202609081887829
Ol Pejeta,2020,17.025413069012835
Ol Pejeta,2021,9.97338867452041
Ol Pejeta,2022,8.681666818739432
Ol Pejeta,2023,12.605558404581725
Ol Pejeta,2024,12.878824035126401
Ol Pejeta,2025,6.578354644858609
Ol Pejeta Conservancy,2019,14.230049356851175
Ol Pejeta Conservancy,2020,17.05808377254857
Ol Pejeta Conservancy,2021,9.993523237740888
Ol Pejeta Conservancy,2022,8.702755616919301
Ol Pejeta Conservancy,2023,12.63167985784427
Ol Pejeta Conservancy,2024,12.899742977793322
Ol Pejeta Conservancy,2025,6.59040630147495
Olare Orok,2019,15.7563033417081
Olare Orok,2020,18.849383047061185
Olare Orok,2021,13.071466667344678
Olare Orok,2022,17.36763039331139
Olare Orok,2023,14.74252930783326
Olare Orok,2024,18.82683769740645
Olare Orok,2025,18.936027109218916
Osupuko,2019,9.295120772142575
Osupuko,2020,8.909735237277093
Osupuko,2021,6.831591603770688
Osupuko,2022,5.087804141953362
Osupuko,2023,6.8927610379177615
Osupuko,2024,9.31575985277113
Osupuko,2025,13.577199633239859
Pate Marine Community Conservancy,2019,13.187907867680678
Pate Marine Community Conservancy,2020,16.53158344940273
Pate Marine Community Conservancy,2021,7.808081119362955
Pate Marine Community Conservancy,2022,9.488962656424654
Pate Marine Community Conservancy,2023,11.81316785522789
Pate Marine Community Conservancy,2024,11.223164911709897
Pate Marine Community Conservancy,2025,0.3700558240474287
Rahole,2019,8.161798341764026
Rahole,2020,4.962459420743311
Rahole,2021,4.088864561510539
Rahole,2022,3.5440614227383906
Rahole,2023,9.46444860652471
Rahole,2024,6.287011430053891
Rahole,2025,0.7556077186658193
Ruko Community Widlife Conservancy,2019,13.897004541108156
Ruko Community Widlife Conservancy,2020,18.414195786968435
Ruko Community Widlife Conservancy,2021,9.663707969585912
Ruko Community Widlife Conservancy,2022,9.89837453138457
Ruko Community Widlife Conservancy,2023,10.788717774516247
Ruko Community Widlife Conservancy,2024,13.982800395766652
