Protected_Area_Name,Year,Mean_Rainfall_mm
Ruko Community Widlife Conservancy,2025,5.151910636500664
Ruma,2019,26.07810679212249
Ruma,2020,31.695718813954457
Ruma,2021,18.84672888855273
Ruma,2022,24.3124630938018
Ruma,2023,24.869144820951874
Ruma,2024,20.344392527551122
Ruma,2025,11.902821317303017
Saiwa Swamp,2019,22.671837260782503
Saiwa Swamp,2020,30.23508868363625
Saiwa Swamp,2021,19.421037407955897
Saiwa Swamp,2022,19.8723544858653
Saiwa Swamp,2023,19.727214449095996
Saiwa Swamp,2024,22.16008289095542
Saiwa Swamp,2025,6.538554321760419
Samburu,2019,11.040711225825966
Samburu,2020,10.66148576821087
Samburu,2021,6.775457252917148
Samburu,2022,5.62898546752046
Samburu,2023,12.314165055745965
Samburu,2024,9.376430276967817
Samburu,2025,2.778737717967882
Segera,2019,13.133454849650839
Segera,2020,14.671010137616394
Segera,2021,8.738779743136138
Segera,2022,7.539985118625925
Segera,2023,11.282814957638124
Segera,2024,12.121365075919387
Segera,2025,5.314553438199413
Sera Community Conservancy,2019,9.124568536968095
Sera Community Conservancy,2020,8.101549895800467
Sera Community Conservancy,2021,4.54722764705122
Sera Community Conservancy,2022,4.7216735007518364
Sera Community Conservancy,2023,11.199125863372169
Sera Community Conservancy,2024,7.022767876867467
Sera Community Conservancy,2025,1.0467348630490623
Shaba,2019,10.869541439189712
Shaba,2020,10.451792770603667
Shaba,2021,5.554993586602858
Shaba,2022,5.685152642606716
Shaba,2023,12.354905075671887
Shaba,2024,9.191678225212144
Shaba,2025,1.1391467060949345
Shimba Hills,2019,25.479284013415125
Shimba Hills,2020,26.41202356205831
Shimba Hills,2021,15.499360785320711
Shimba Hills,2022,15.625811888531084
Shimba Hills,2023,27.40198032757537
Shimba Hills,2024,14.328695728139573
Shimba Hills,2025,1.4979332692962366
Shompole,2019,8.089367743518402
Shompole,2020,11.14008429827715
Shompole,2021,6.228262859875261
Shompole,2022,5.9324599217791745
Shompole,2023,8.169214239877782
Shompole,2024,13.602791950801688
Shompole,2025,10.984857224550076
Shura Community Conservancy,2019,5.209076838208848
Shura Community Conservancy,2020,5.908790827531986
Shura Community Conservancy,2021,2.808288305393402
Shura Community Conservancy,2022,2.943881092313262
Shura Community Conservancy,2023,7.975280347862456
Shura Community Conservancy,2024,4.123790335393849
Shura Community Conservancy,2025,0.9659979044215636
Sibiloi,2019,6.229692767544501
Sibiloi,2020,6.120647047209894
Sibiloi,2021,3.0874863217266855
Sibiloi,2022,3.5209865779791465
Sibiloi,2023,6.933840316131156
Sibiloi,2024,7.753973676955384
Sibiloi,2025,0.6760824499403647
Solio Ranch and Rhino Sanctuary,2019,16.409410308926294
Solio Ranch and Rhino Sanctuary,2020,18.07858455575918
Solio Ranch and Rhino Sanctuary,2021,11.99870647414481
Solio Ranch and Rhino Sanctuary,2022,10.092273425912609
Solio Ranch and Rhino Sanctuary,2023,14.323394997588416
Solio Ranch and Rhino Sanctuary,2024,15.116455381016241
Solio Ranch and Rhino Sanctuary,2025,10.14610702530517
Songa Community Conservancy,2019,11.797470630166695
Songa Community Conservancy,2020,13.370428867452462
Songa Community Conservancy,2021,5.497231589961263
Songa Community Conservancy,2022,6.065908897997202
Songa Community Conservancy,2023,17.500819735447326
Songa Community Conservancy,2024,10.446083206995034
Songa Community Conservancy,2025,2.564843232303465
South Island,2019,9.496536249622551
South Island,2020,9.616375840826402
South Island,2021,5.48623073720522
South Island,2022,6.615097544565838
South Island,2023,9.701620062042387
South Island,2024,13.516046243541728
South Island,2025,2.512494748220465
South Kitui,2019,11.036297308393864
South Kitui,2020,9.182598592945952
South Kitui,2021,6.844455568030098
South Kitui,2022,5.274183716288501
South Kitui,2023,11.570017031400369
South Kitui,2024,8.735966225367006
South Kitui,2025,3.1208878118915977
South Turkana,2019,7.024475532043894
South Turkana,2020,10.92020350885605
South Turkana,2021,4.453394095367053
South Turkana,2022,4.776230681440438
South Turkana,2023,5.8689420161098
South Turkana,2024,8.870256095264832
South Turkana,2025,0.937272525168222
Swara Conservancy,2019,13.4219233307425
Swara Conservancy,2020,12.179423286389937
Swara Conservancy,2021,9.141102462111574
Swara Conservancy,2022,6.7046441940991945
Swara Conservancy,2023,9.344515359748407
Swara Conservancy,2024,17.385749063877288
Swara Conservancy,2025,15.260150275517525
Taita Hills,2019,14.416679096609686
Taita Hills,2020,12.208884016663582
Taita Hills,2021,7.830339684194005
Taita Hills,2022,6.403277799482668
Taita Hills,2023,12.435280453470053
Taita Hills,2024,9.85158153726693
Taita Hills,2025,7.059226400458754
Tana River Primate,2019,14.684936735548044
Tana River Primate,2020,11.303979610549293
Tana River Primate,2021,9.275012312683725
Tana River Primate,2022,6.902329307738281
Tana River Primate,2023,15.468988474804256
Tana River Primate,2024,10.243889008318687
Tana River Primate,2025,0.9422804284996396
Tawi,2019,9.883039895214118
Tawi,2020,9.09243601401878
Tawi,2021,7.371211143969912
Tawi,2022,5.229960848474602
Tawi,2023,6.8439652476181685
Tawi,2024,10.028764943197414
Tawi,2025,14.733763216956847
Tsavo East,2019,11.703424853638351
Tsavo East,2020,11.38829308575726
Tsavo East,2021,6.864049864698116
Tsavo East,2022,5.539132090596653
Tsavo East,2023,12.780358796045363
Tsavo East,2024,8.990456119267137
Tsavo East,2025,3.6659798281337808
Tsavo Road and Railways,2019,15.71582683593933
Tsavo Road and Railways,2020,13.941625277797662
Tsavo Road and Railways,2021,9.43838280343263
Tsavo Road and Railways,2022,7.812971556261041
Tsavo Road and Railways,2023,14.648639579582436
Tsavo Road and Railways,2024,12.161065916318568
Tsavo Road and Railways,2025,6.843023009682443
Tsavo West,2019,13.46061294094076
Tsavo West,2020,12.37330787940646
Tsavo West,2021,8.270447064820397
Tsavo West,2022,6.761394393204337
Tsavo West,2023,12.000981454819858
Tsavo West,2024,10.366225635494239
Tsavo West,2025,9.028926649949227
West Gate Community Conservancy,2019,9.49594610251949
West Gate Community Conservancy,2020,9.612899302944546
West Gate Community Conservancy,2021,6.00332967354898
West Gate Community Conservancy,2022,4.939204292869082
West Gate Community Conservancy,2023,10.742234396545342
West Gate Community Conservancy,2024,8.067552616615501
West Gate Community Conservancy,2025,2.712118982848253
